productId,name,active,productFamily,candidateCode,observedEvidence,bucket,decision,reason
2021,Belt Squat | Peach Builder,true,PLATE_LOADED_MACHINE,SQUAT,NAME=Belt Squat | Peach Builder | FAMILY=PLATE_LOADED_MACHINE | TRUSTED_CATEGORY=Máquinas con Carga de Discos[SEMANTIC_STRONG]; EQUIPAMIENTO[SEMANTIC_WEAK] | STRUCTURED_FEATURE=Clasificación de Uso: USO INTENSIVO - COMERCIAL; Categoría: Olímpico; Peso máximo de usuario: 136 kg.; Peso máximo de carga: 300 kg.; Diámetro de manga: Ø50 mm; Marca: PEACH BUILDER,DEDICATED_MACHINE,KEEP_DEFERRED,"Explicit product-function wording is credible, but the candidate remains deferred by the recommendation gate."
2303,Banco Sentadilla Búlgara - 2da Selección HWM® (HWM855-SU45-7),true,BENCH,SQUAT,NAME=Banco Sentadilla Búlgara - 2da Selección HWM® (HWM855-SU45-7) | FAMILY=BENCH | STRUCTURED_FEATURE=Clasificación de Uso: USO INTENSIVO - COMERCIAL; Peso máximo de carga: 250 kg. (incluido peso de usuario); Espesor de material: 2 mm.; Marca: HWM,BENCH_OR_SUPPORT,REJECT,BENCH_OR_SUPPORT does not establish the deferred exercise capability as Product Truth.
1011,Pendulum Leg Press | Obelix,,,LEG_PRESS,NAME=Pendulum Leg Press | Obelix | FAMILY=UNKNOWN,DEDICATED_MACHINE,KEEP_DEFERRED,"Explicit product-function wording is credible, but the candidate remains deferred by the recommendation gate."
1080,Squat Rack KONG Series | 2° Selección | HWM,,RACK_CAGE,SQUAT,NAME=Squat Rack KONG Series | 2° Selección | HWM | FAMILY=RACK_CAGE,RACK_CAGE,REJECT,RACK_CAGE does not establish the deferred exercise capability as Product Truth.
1398,POLERA SQUAT LOVER NEGRO HOMBRE | KILO Talla: M,,APPAREL,SQUAT,NAME=POLERA SQUAT LOVER NEGRO HOMBRE | KILO Talla: M | FAMILY=APPAREL,TEXTUAL_FALSE_POSITIVE,REJECT,TEXTUAL_FALSE_POSITIVE does not establish the deferred exercise capability as Product Truth.
1399,CROP TOP SQUAT LOVER BLANCO | KILO Talla: M,,APPAREL,SQUAT,NAME=CROP TOP SQUAT LOVER BLANCO | KILO Talla: M | FAMILY=APPAREL,TEXTUAL_FALSE_POSITIVE,REJECT,TEXTUAL_FALSE_POSITIVE does not establish the deferred exercise capability as Product Truth.
1400,CROP TOP SQUAT LOVER NEGRO | KILO Talla: M,,APPAREL,SQUAT,NAME=CROP TOP SQUAT LOVER NEGRO | KILO Talla: M | FAMILY=APPAREL,TEXTUAL_FALSE_POSITIVE,REJECT,TEXTUAL_FALSE_POSITIVE does not establish the deferred exercise capability as Product Truth.
1644,Squat Rack Lite Series | HWM | 2da Selección,,RACK_CAGE,SQUAT,NAME=Squat Rack Lite Series | HWM | 2da Selección | FAMILY=RACK_CAGE,RACK_CAGE,REJECT,RACK_CAGE does not establish the deferred exercise capability as Product Truth.
1697,Squat Rack | HWM | 2da Selección,,RACK_CAGE,SQUAT,NAME=Squat Rack | HWM | 2da Selección | FAMILY=RACK_CAGE,RACK_CAGE,REJECT,RACK_CAGE does not establish the deferred exercise capability as Product Truth.
1783,Banco Sentadilla Búlgara | HWM | 2da Selección,,BENCH,SQUAT,NAME=Banco Sentadilla Búlgara | HWM | 2da Selección | FAMILY=BENCH,BENCH_OR_SUPPORT,REJECT,BENCH_OR_SUPPORT does not establish the deferred exercise capability as Product Truth.
1869,2da Selección - Banco Sentadilla Búlgara | HWM,,BENCH,SQUAT,NAME=2da Selección - Banco Sentadilla Búlgara | HWM | FAMILY=BENCH,BENCH_OR_SUPPORT,REJECT,BENCH_OR_SUPPORT does not establish the deferred exercise capability as Product Truth.
1981,Banco Sentadilla Búlgara - 2da Selección | PROmachine,,BENCH,SQUAT,NAME=Banco Sentadilla Búlgara - 2da Selección | PROmachine | FAMILY=BENCH,BENCH_OR_SUPPORT,REJECT,BENCH_OR_SUPPORT does not establish the deferred exercise capability as Product Truth.
1988,Bíceps Curl Accesorio Banco B814 - 2da Selección | PROmachine,,BENCH,BICEPS_CURL,NAME=Bíceps Curl Accesorio Banco B814 - 2da Selección | PROmachine | FAMILY=BENCH,ACCESSORY,REJECT,ACCESSORY does not establish the deferred exercise capability as Product Truth.
2075,Banco Sentadilla Búlgara - 2da Selección | HWM®,,BENCH,SQUAT,NAME=Banco Sentadilla Búlgara - 2da Selección | HWM® | FAMILY=BENCH,BENCH_OR_SUPPORT,REJECT,BENCH_OR_SUPPORT does not establish the deferred exercise capability as Product Truth.
2138,Hack Squat Lineal MO 2.0 - 2da Selección | Obelix®,,PLATE_LOADED_MACHINE,SQUAT,NAME=Hack Squat Lineal MO 2.0 - 2da Selección | Obelix® | FAMILY=PLATE_LOADED_MACHINE,DEDICATED_MACHINE,KEEP_DEFERRED,"Explicit product-function wording is credible, but the candidate remains deferred by the recommendation gate."
2161,Squat Rack Ajustable Con Soporte De Fondos - 2da Selección | Forza,,RACK_CAGE,SQUAT,NAME=Squat Rack Ajustable Con Soporte De Fondos - 2da Selección | Forza | FAMILY=RACK_CAGE,RACK_CAGE,REJECT,RACK_CAGE does not establish the deferred exercise capability as Product Truth.
2181,Banco Sentadilla Búlgara - 2da Selección | HWM®,,BENCH,SQUAT,NAME=Banco Sentadilla Búlgara - 2da Selección | HWM® | FAMILY=BENCH,BENCH_OR_SUPPORT,REJECT,BENCH_OR_SUPPORT does not establish the deferred exercise capability as Product Truth.
2298,Squat Machine ZR Series - 2da Selección | PROmachine (PM-M8901-RO40-1),,,SQUAT,NAME=Squat Machine ZR Series - 2da Selección | PROmachine (PM-M8901-RO40-1) | FAMILY=UNKNOWN,DEDICATED_MACHINE,KEEP_DEFERRED,"Explicit product-function wording is credible, but the candidate remains deferred by the recommendation gate."
