productId,name,active,productFamily,currentCoverageStatus,currentAssignments,resolutionState,candidateCapabilities,missingCapabilities,evidenceSummary,gapType,confidence,revenue,orderLines,unitsSold,reason
1263,Collarines Olímpicos Competición (Par) | XMASTER,true,MACHINE_ATTACHMENT,UNMODELED,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,PRODUCT_FAMILY:MACHINE_ATTACHMENT|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,3375311,37,42,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1265,Press de Pectoral MO 2.0 Obelix®,true,SELECTORIZED_MACHINE,UNMODELED,"{""capabilityCode"":""CHEST_PRESS"",""relationType"":""DIRECT""}",SEMANTIC_COMPLETE,CHEST_PRESS,,PRODUCT_FAMILY:SELECTORIZED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE|TRUSTED_V1_SIGNAL:CHEST_PRESS,,HIGH,3314975,3,3,Published assignments cover the trusted V1 capability signals observed for the product.
1266,Aperturas Pec Fly / Rear Delt MO 2.0 Obelix®,true,SELECTORIZED_MACHINE,UNMODELED,,ONTOLOGY_GAP,,,PRODUCT_FAMILY:SELECTORIZED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,ONTOLOGY_GAP,MEDIUM,17155894,14,14,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set."
1267,Polea Alta MO 2.0 Obelix®,true,CABLE_MACHINE,UNMODELED,"{""capabilityCode"":""LAT_PULLDOWN"",""relationType"":""DIRECT""}",SEMANTIC_COMPLETE,LAT_PULLDOWN,,PRODUCT_FAMILY:CABLE_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE|TRUSTED_V1_SIGNAL:LAT_PULLDOWN,,HIGH,9619926,7,8,Published assignments cover the trusted V1 capability signals observed for the product.
1268,Remo Sentado MO 2.0 Obelix®,true,SELECTORIZED_MACHINE,UNMODELED,"{""capabilityCode"":""ROW"",""relationType"":""DIRECT""}",SEMANTIC_COMPLETE,ROW,,PRODUCT_FAMILY:SELECTORIZED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE|TRUSTED_V1_SIGNAL:ROW,,HIGH,4477965,4,4,Published assignments cover the trusted V1 capability signals observed for the product.
1269,Extensión de Cuádriceps MO 2.0 Obelix®,true,SELECTORIZED_MACHINE,UNMODELED,"{""capabilityCode"":""LEG_EXTENSION"",""relationType"":""DIRECT""}",SEMANTIC_COMPLETE,LEG_EXTENSION,,PRODUCT_FAMILY:SELECTORIZED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE|TRUSTED_V1_SIGNAL:LEG_EXTENSION,,HIGH,22226866,15,17,Published assignments cover the trusted V1 capability signals observed for the product.
1270,Curl de Femoral Acostado MO 2.0 Obelix®,true,SELECTORIZED_MACHINE,INSUFFICIENT_EVIDENCE,,RULE_GAP,LEG_CURL,LEG_CURL,PRODUCT_FAMILY:SELECTORIZED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE|TRUSTED_V1_SIGNAL:LEG_CURL,RULE_GAP,HIGH,13182901,10,11,Trusted product evidence indicates LEG_CURL but the published snapshot has no assignment.
1271,Aductor MO 2.0 | Obelix®,true,SELECTORIZED_MACHINE,UNMODELED,"{""capabilityCode"":""ADDUCTOR"",""relationType"":""DIRECT""}",SEMANTIC_COMPLETE,ADDUCTOR,,PRODUCT_FAMILY:SELECTORIZED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE|TRUSTED_V1_SIGNAL:ADDUCTOR,,HIGH,2099982,2,2,Published assignments cover the trusted V1 capability signals observed for the product.
1272,Hack Squat Lineal MO 2.0 | Obelix®,true,PLATE_LOADED_MACHINE,UNMODELED,,ONTOLOGY_GAP,,,DEFERRED_SIGNAL:SQUAT|PRODUCT_FAMILY:PLATE_LOADED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,ONTOLOGY_GAP,HIGH,21103837,18,18,Product is a credible dedicated machine for deferred capability SQUAT; the current V1 registry intentionally cannot represent it.
1273,Prensa Inclinada 45° Lineal MO 2.0 | Obelix®,true,PLATE_LOADED_MACHINE,UNMODELED,,ONTOLOGY_GAP,,,PRODUCT_FAMILY:PLATE_LOADED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,ONTOLOGY_GAP,MEDIUM,52789198,41,41,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set."
1274,Jaula Smith Vertical MO 2.0 | Obelix®,true,PLATE_LOADED_MACHINE,UNMODELED,,ONTOLOGY_GAP,,,PRODUCT_FAMILY:PLATE_LOADED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,ONTOLOGY_GAP,MEDIUM,12055946,8,8,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set."
1275,Prensa Horizontal Sentado MO 2.0 Obelix®,true,PLATE_LOADED_MACHINE,UNMODELED,,ONTOLOGY_GAP,,,PRODUCT_FAMILY:PLATE_LOADED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,ONTOLOGY_GAP,MEDIUM,9407954,5,5,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set."
1278,Abductor MO 2.0 | Obelix®,true,SELECTORIZED_MACHINE,UNMODELED,"{""capabilityCode"":""ABDUCTOR"",""relationType"":""DIRECT""}",SEMANTIC_COMPLETE,ABDUCTOR,,PRODUCT_FAMILY:SELECTORIZED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE|TRUSTED_V1_SIGNAL:ABDUCTOR,,HIGH,2099322,2,2,Published assignments cover the trusted V1 capability signals observed for the product.
1284,Elevación de Talones de Pie MO 2.0 | Obelix®,true,SELECTORIZED_MACHINE,UNMODELED,,ONTOLOGY_GAP,,,PRODUCT_FAMILY:SELECTORIZED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,ONTOLOGY_GAP,MEDIUM,5694955,5,5,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set."
1288,Air Ski Trainer Eco Smart Connect | XEBEX,true,CARDIO_MACHINE,UNMODELED,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,PRODUCT_FAMILY:CARDIO_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,6727442,4,8,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1289,Air Cycle Eco Smart Connect | XEBEX,true,CARDIO_MACHINE,UNMODELED,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,PRODUCT_FAMILY:CARDIO_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,6819946,6,9,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1330,Par Collarines Olímpicos de PVC 50mm Rosado | HWM®,true,MACHINE_ATTACHMENT,UNMODELED,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,PRODUCT_FAMILY:MACHINE_ATTACHMENT|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,6514853.5,662,857,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1337,Banco Hip Thrust 2.0 | HWM®,true,BENCH,UNMODELED,"{""capabilityCode"":""HIP_THRUST"",""relationType"":""DIRECT""}",SEMANTIC_COMPLETE,,,PRODUCT_FAMILY:BENCH|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,24362002,146,151,Published assignments cover the trusted V1 capability signals observed for the product.
1343,Agarre Ergonómico Neutro - Accesorio Polea | Obelix,true,CABLE_MACHINE,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:CABLE_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,4308603,210,217,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1344,Agarre Ergonómico Medio - Accesorio Polea | Obelix,true,CABLE_MACHINE,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:CABLE_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,5727575.5,248,254,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1345,Agarre Ergonómico Amplio - Accesorio Polea | Obelix,true,CABLE_MACHINE,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:CABLE_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,4818865,165,169,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1346,Soga de Tríceps Unilateral - Accesorio Polea | Obelix,true,CABLE_MACHINE,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:CABLE_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,1839158.5,158,223,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1347,Soga de Tríceps Ergonómica - Accesorio Polea | Obelix,true,CABLE_MACHINE,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:CABLE_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,4123061.8,114,138,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1348,Agarre Multipropósito - Accesorio Polea | Obelix,true,CABLE_MACHINE,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:CABLE_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,2666206.5,132,165,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1349,Agarre Manilla Simple de Caucho - Accesorio Polea (Par) | Obelix,true,CABLE_MACHINE,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:CABLE_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,2255434.6,192,269,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1350,"Barra Pulldown ""D"" Grip - Accesorio Polea | Obelix",true,CABLE_MACHINE,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:CABLE_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,2919020.475,121,124,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1351,Agarre Simple Landmine | HWM®,true,MACHINE_ATTACHMENT,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:MACHINE_ATTACHMENT|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,1723963,113,133,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1352,Agarre Amplio Landmine | HWM®,true,MACHINE_ATTACHMENT,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:MACHINE_ATTACHMENT|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,4768889.5,131,143,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1353,Agarre T-Bar Landmine | HWM®,true,MACHINE_ATTACHMENT,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:MACHINE_ATTACHMENT|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,5245758,188,202,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1354,Deadlift Jack Bar | HWM®,true,UNKNOWN,UNMODELED,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|DEFERRED_SIGNAL:DEADLIFT|PRODUCT_FAMILY:UNKNOWN|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,4008362,103,122,Deferred evidence is classified as non-publishable (ACCESSORY); no V1 assignment is applicable.
1386,Par Agarres OCR Pull Up Balls de Madera 90mm | Araknido,true,BODYWEIGHT_GYMNASTICS,UNMODELED,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:BODYWEIGHT_GYMNASTICS|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,797669.5,62,62,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1427,Polea de Muro 1.0 ZR Series | PROmachine,true,CABLE_MACHINE,INSUFFICIENT_EVIDENCE,,DATA_GAP,,,PRODUCT_FAMILY:CABLE_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,DATA_GAP,LOW,107054339.5,622,672,Exact missing data: trusted structured category or semantic feature evidence needed to decide whether a V1 capability applies.
1449,Banco Multifuncional + Bandas de Resistencia | Forza,true,BENCH,UNMODELED,"{""capabilityCode"":""LEG_CURL"",""relationType"":""DIRECT""}",SEMANTIC_COMPLETE,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|MULTIFUNCTION_SIGNAL:AVAILABLE|PRODUCT_FAMILY:BENCH|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,11441999,151,151,Published assignments cover the trusted V1 capability signals observed for the product.
1450,Máquina Home Gym PRO FZ402B 68kg | Forza,true,CABLE_MACHINE,UNMODELED,,ONTOLOGY_GAP,,,PRODUCT_FAMILY:CABLE_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,ONTOLOGY_GAP,MEDIUM,9207185,44,44,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set."
1451,Máquina Home Gym ULTRA FZ410 68kg | Forza,true,CABLE_MACHINE,UNMODELED,,ONTOLOGY_GAP,,,PRODUCT_FAMILY:CABLE_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,ONTOLOGY_GAP,MEDIUM,14049315,55,55,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set."
1452,Par Mini Barras Paralelas de Madera 7cm | Araknido,true,BODYWEIGHT_GYMNASTICS,UNMODELED,"{""capabilityCode"":""DIP"",""relationType"":""DIRECT""}",SEMANTIC_COMPLETE,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:BODYWEIGHT_GYMNASTICS|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,1212737,62,71,Published assignments cover the trusted V1 capability signals observed for the product.
1453,Par Barras Paralelas de Madera Standard 10cm | Araknido,true,BODYWEIGHT_GYMNASTICS,UNMODELED,"{""capabilityCode"":""DIP"",""relationType"":""DIRECT""}",SEMANTIC_COMPLETE,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:BODYWEIGHT_GYMNASTICS|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,1592635.4,68,74,Published assignments cover the trusted V1 capability signals observed for the product.
1454,Par Barras Paralelas de Madera High 17cm | Araknido,true,BODYWEIGHT_GYMNASTICS,UNMODELED,"{""capabilityCode"":""DIP"",""relationType"":""DIRECT""}",SEMANTIC_COMPLETE,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:BODYWEIGHT_GYMNASTICS|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,1922604.5,79,80,Published assignments cover the trusted V1 capability signals observed for the product.
1455,Wall Crossover Black ZR Series | PROmachine,true,CABLE_MACHINE,UNMODELED,,ONTOLOGY_GAP,,,MULTIFUNCTION_SIGNAL:AVAILABLE|PRODUCT_FAMILY:CABLE_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,ONTOLOGY_GAP,MEDIUM,41624731,36,36,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set."
1486,Bicicleta de Spinning 850S | VORTEC,true,CARDIO_MACHINE,UNMODELED,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:CARDIO_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,35054613,32,59,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1487,Bicicleta de Spinning 812NX | VORTEC,true,CARDIO_MACHINE,UNMODELED,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:CARDIO_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,13034835,22,24,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1500,Press de Hombro MO 2.0 Obelix®,true,SELECTORIZED_MACHINE,UNMODELED,"{""capabilityCode"":""SHOULDER_PRESS"",""relationType"":""DIRECT""}",SEMANTIC_COMPLETE,SHOULDER_PRESS,,PRODUCT_FAMILY:SELECTORIZED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE|TRUSTED_V1_SIGNAL:SHOULDER_PRESS,,HIGH,3669971,3,3,Published assignments cover the trusted V1 capability signals observed for the product.
1501,Dual Dominada / Fondo Asistida MO 2.0 Obelix®,true,SELECTORIZED_MACHINE,UNMODELED,"{""capabilityCode"":""PULL_UP"",""relationType"":""SUPPORTED""}",SEMANTIC_COMPLETE,,,MULTIFUNCTION_SIGNAL:AVAILABLE|PRODUCT_FAMILY:SELECTORIZED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,15583867,14,14,Published assignments cover the trusted V1 capability signals observed for the product.
1502,Curl Femoral Sentado MO 2.0 Obelix®,true,SELECTORIZED_MACHINE,UNMODELED,"{""capabilityCode"":""LEG_CURL"",""relationType"":""DIRECT""}",SEMANTIC_COMPLETE,LEG_CURL,,PRODUCT_FAMILY:SELECTORIZED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE|TRUSTED_V1_SIGNAL:LEG_CURL,,HIGH,7839944,6,6,Published assignments cover the trusted V1 capability signals observed for the product.
1503,Remo Bajo MO 2.0 | Obelix®,true,SELECTORIZED_MACHINE,UNMODELED,"{""capabilityCode"":""ROW"",""relationType"":""DIRECT""}",SEMANTIC_COMPLETE,ROW,,PRODUCT_FAMILY:SELECTORIZED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE|TRUSTED_V1_SIGNAL:ROW,,HIGH,7279945,6,6,Published assignments cover the trusted V1 capability signals observed for the product.
1504,Dual Cuádriceps / Femoral Sentado MO 2.0 | Obelix®,true,SELECTORIZED_MACHINE,INSUFFICIENT_EVIDENCE,,NEEDS_REVIEW,LEG_EXTENSION|LEG_CURL,LEG_EXTENSION|LEG_CURL,MULTIFUNCTION_SIGNAL:AVAILABLE|PRODUCT_FAMILY:SELECTORIZED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE|TRUSTED_V1_SIGNAL:LEG_CURL|LEG_EXTENSION,QUALITY_REVIEW,MEDIUM,74825638,60,60,"Multiple or multifunction V1 signals require product-level adjudication before publishing LEG_EXTENSION, LEG_CURL."
1505,Dual Abductor / Aductor MO 2.0 | Obelix®,true,SELECTORIZED_MACHINE,UNMODELED,"{""capabilityCode"":""ABDUCTOR"",""relationType"":""DIRECT""}|{""capabilityCode"":""ADDUCTOR"",""relationType"":""DIRECT""}",SEMANTIC_COMPLETE,ADDUCTOR|ABDUCTOR,,MULTIFUNCTION_SIGNAL:AVAILABLE|PRODUCT_FAMILY:SELECTORIZED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE|TRUSTED_V1_SIGNAL:ABDUCTOR|ADDUCTOR,,HIGH,61567529,49,51,Published assignments cover the trusted V1 capability signals observed for the product.
1506,Dual Polea Alta / Remo Bajo MO 2.0 | Obelix®,true,CABLE_MACHINE,UNMODELED,"{""capabilityCode"":""LAT_PULLDOWN"",""relationType"":""DIRECT""}|{""capabilityCode"":""ROW"",""relationType"":""DIRECT""}",SEMANTIC_COMPLETE,LAT_PULLDOWN|ROW,,MULTIFUNCTION_SIGNAL:AVAILABLE|PRODUCT_FAMILY:CABLE_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE|TRUSTED_V1_SIGNAL:LAT_PULLDOWN|ROW,,HIGH,40319086,31,32,Published assignments cover the trusted V1 capability signals observed for the product.
1507,Dual Bíceps / Tríceps MO 2.0 | Obelix®,true,SELECTORIZED_MACHINE,UNMODELED,,ONTOLOGY_GAP,,,MULTIFUNCTION_SIGNAL:AVAILABLE|PRODUCT_FAMILY:SELECTORIZED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,ONTOLOGY_GAP,MEDIUM,7979892,7,7,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set."
1508,Dual Press Pectoral / Hombros MO 2.0 | Obelix®,true,SELECTORIZED_MACHINE,INSUFFICIENT_EVIDENCE,,NEEDS_REVIEW,CHEST_PRESS|SHOULDER_PRESS,CHEST_PRESS|SHOULDER_PRESS,MULTIFUNCTION_SIGNAL:AVAILABLE|PRODUCT_FAMILY:SELECTORIZED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE|TRUSTED_V1_SIGNAL:CHEST_PRESS|SHOULDER_PRESS,QUALITY_REVIEW,MEDIUM,19407474,15,15,"Multiple or multifunction V1 signals require product-level adjudication before publishing CHEST_PRESS, SHOULDER_PRESS."
1509,Air Rower 2.0 Smart Connect | XEBEX,true,CARDIO_MACHINE,UNMODELED,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,PRODUCT_FAMILY:CARDIO_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,10243903,11,11,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1511,Elevación de Talones Sentado MO 2.0 | Obelix®,true,PLATE_LOADED_MACHINE,UNMODELED,,ONTOLOGY_GAP,,,PRODUCT_FAMILY:PLATE_LOADED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,ONTOLOGY_GAP,MEDIUM,2699955,5,5,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set."
1512,Squat Rack MO 2.0 | Obelix®,true,RACK_CAGE,UNMODELED,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,DEFERRED_SIGNAL:SQUAT|PRODUCT_FAMILY:RACK_CAGE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,4269940,7,7,Deferred evidence is classified as non-publishable (RACK_CAGE); no V1 assignment is applicable.
1516,Polea Cruzada MO 2.0 | Obelix®,true,CABLE_MACHINE,INSUFFICIENT_EVIDENCE,,DATA_GAP,,,PRODUCT_FAMILY:CABLE_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,DATA_GAP,LOW,10299947,6,6,Exact missing data: trusted structured category or semantic feature evidence needed to decide whether a V1 capability applies.
1517,Polea Cruzada Corta MO 2.0 | Obelix®,true,CABLE_MACHINE,INSUFFICIENT_EVIDENCE,,DATA_GAP,,,PRODUCT_FAMILY:CABLE_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,DATA_GAP,LOW,51724165,26,26,Exact missing data: trusted structured category or semantic feature evidence needed to decide whether a V1 capability applies.
1535,Atril de Sentadillas Delta | HWM®,true,RACK_CAGE,UNMODELED,,ONTOLOGY_GAP,,,PRODUCT_FAMILY:RACK_CAGE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,ONTOLOGY_GAP,MEDIUM,5296607.5,42,43,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set."
1536,Squat Rack Delta | HWM®,true,RACK_CAGE,UNMODELED,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,DEFERRED_SIGNAL:SQUAT|PRODUCT_FAMILY:RACK_CAGE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,4105175.5,38,40,Deferred evidence is classified as non-publishable (RACK_CAGE); no V1 assignment is applicable.
1537,Half Rack Delta | HWM®,true,RACK_CAGE,UNMODELED,"{""capabilityCode"":""PULL_UP"",""relationType"":""SUPPORTED""}",SEMANTIC_COMPLETE,PULL_UP,,PRODUCT_FAMILY:RACK_CAGE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE|TRUSTED_V1_SIGNAL:PULL_UP,,HIGH,12178262,94,97,Published assignments cover the trusted V1 capability signals observed for the product.
1538,Power Rack Delta | HWM®,true,RACK_CAGE,UNMODELED,"{""capabilityCode"":""PULL_UP"",""relationType"":""SUPPORTED""}",SEMANTIC_COMPLETE,PULL_UP,,PRODUCT_FAMILY:RACK_CAGE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE|TRUSTED_V1_SIGNAL:PULL_UP,,HIGH,17036833.5,66,74,Published assignments cover the trusted V1 capability signals observed for the product.
1539,Atril de Sentadillas Alpha | HWM®,true,RACK_CAGE,UNMODELED,,ONTOLOGY_GAP,,,PRODUCT_FAMILY:RACK_CAGE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,ONTOLOGY_GAP,MEDIUM,7672518.5,54,59,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set."
1540,Squat Rack Alpha | HWM®,true,RACK_CAGE,UNMODELED,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,DEFERRED_SIGNAL:SQUAT|PRODUCT_FAMILY:RACK_CAGE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,4678725,29,32,Deferred evidence is classified as non-publishable (RACK_CAGE); no V1 assignment is applicable.
1541,Half Rack Alpha | HWM®,true,RACK_CAGE,UNMODELED,"{""capabilityCode"":""PULL_UP"",""relationType"":""SUPPORTED""}",SEMANTIC_COMPLETE,PULL_UP,,PRODUCT_FAMILY:RACK_CAGE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE|TRUSTED_V1_SIGNAL:PULL_UP,,HIGH,9491652,29,33,Published assignments cover the trusted V1 capability signals observed for the product.
1543,Power Rack Alpha | HWM®,true,RACK_CAGE,UNMODELED,"{""capabilityCode"":""DIP"",""relationType"":""SUPPORTED""}|{""capabilityCode"":""PULL_UP"",""relationType"":""SUPPORTED""}",SEMANTIC_COMPLETE,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:RACK_CAGE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,43590098,128,136,Published assignments cover the trusted V1 capability signals observed for the product.
