productId,name,active,productFamily,baselineResolutionState,resolutionState,resolved,baselineCandidateCapabilities,expectedV2Concepts,v2ExerciseCapabilities,v2TrainingFunctions,v2ReviewCandidates,gapType,currentCoverageStatus,reason
1348,Agarre Multipropósito - Accesorio Polea | Obelix,true,CABLE_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,CABLE_RESISTANCE,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1349,Agarre Manilla Simple de Caucho - Accesorio Polea (Par) | Obelix,true,CABLE_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,CABLE_RESISTANCE,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1350,"Barra Pulldown ""D"" Grip - Accesorio Polea | Obelix",true,CABLE_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,CABLE_RESISTANCE,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1351,Agarre Simple Landmine | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1352,Agarre Amplio Landmine | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1353,Agarre T-Bar Landmine | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1354,Deadlift Jack Bar | HWM®,true,UNKNOWN,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1386,Par Agarres OCR Pull Up Balls de Madera 90mm | Araknido,true,BODYWEIGHT_GYMNASTICS,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,PULL_UP,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1427,Polea de Muro 1.0 ZR Series | PROmachine,true,CABLE_MACHINE,DATA_GAP,DATA_GAP,false,,,,CABLE_RESISTANCE,,DATA_GAP,INSUFFICIENT_EVIDENCE,Evidence remains unresolved under precision-first policy; no weak assignment was forced.
1449,Banco Multifuncional + Bandas de Resistencia | Forza,true,BENCH,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,,LEG_CURL,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1450,Máquina Home Gym PRO FZ402B 68kg | Forza,true,CABLE_MACHINE,ONTOLOGY_GAP,SEMANTIC_COMPLETE,true,,CABLE_RESISTANCE,,CABLE_RESISTANCE,,ONTOLOGY_GAP,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1451,Máquina Home Gym ULTRA FZ410 68kg | Forza,true,CABLE_MACHINE,ONTOLOGY_GAP,SEMANTIC_COMPLETE,true,,CABLE_RESISTANCE,,CABLE_RESISTANCE,,ONTOLOGY_GAP,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1452,Par Mini Barras Paralelas de Madera 7cm | Araknido,true,BODYWEIGHT_GYMNASTICS,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,,DIP|PULL_UP,BODYWEIGHT_SUPPORT,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1453,Par Barras Paralelas de Madera Standard 10cm | Araknido,true,BODYWEIGHT_GYMNASTICS,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,,DIP|PULL_UP,BODYWEIGHT_SUPPORT,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1454,Par Barras Paralelas de Madera High 17cm | Araknido,true,BODYWEIGHT_GYMNASTICS,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,,DIP|PULL_UP,BODYWEIGHT_SUPPORT,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1455,Wall Crossover Black ZR Series | PROmachine,true,CABLE_MACHINE,ONTOLOGY_GAP,SEMANTIC_COMPLETE,true,,CABLE_RESISTANCE|MULTI_DIRECTIONAL_RESISTANCE,,CABLE_RESISTANCE|MULTI_DIRECTIONAL_RESISTANCE,,ONTOLOGY_GAP,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1486,Bicicleta de Spinning 850S | VORTEC,true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1487,Bicicleta de Spinning 812NX | VORTEC,true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1500,Press de Hombro MO 2.0 Obelix®,true,SELECTORIZED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,SHOULDER_PRESS,,SHOULDER_PRESS,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1501,Dual Dominada / Fondo Asistida MO 2.0 Obelix®,true,SELECTORIZED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,,PULL_UP,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1502,Curl Femoral Sentado MO 2.0 Obelix®,true,SELECTORIZED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,LEG_CURL,,LEG_CURL,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1503,Remo Bajo MO 2.0 | Obelix®,true,SELECTORIZED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,ROW,,ROW,CABLE_RESISTANCE,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1504,Dual Cuádriceps / Femoral Sentado MO 2.0 | Obelix®,true,SELECTORIZED_MACHINE,NEEDS_REVIEW,NEEDS_REVIEW,false,LEG_CURL|LEG_EXTENSION,,,,,QUALITY_REVIEW,INSUFFICIENT_EVIDENCE,Evidence remains unresolved under precision-first policy; no weak assignment was forced.
1505,Dual Abductor / Aductor MO 2.0 | Obelix®,true,SELECTORIZED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,ABDUCTOR|ADDUCTOR,,ABDUCTOR|ADDUCTOR,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1506,Dual Polea Alta / Remo Bajo MO 2.0 | Obelix®,true,CABLE_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,LAT_PULLDOWN|ROW,,LAT_PULLDOWN|ROW,CABLE_RESISTANCE,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1507,Dual Bíceps / Tríceps MO 2.0 | Obelix®,true,SELECTORIZED_MACHINE,ONTOLOGY_GAP,SEMANTIC_COMPLETE,true,,BICEPS_CURL|TRICEPS_EXTENSION,BICEPS_CURL|TRICEPS_EXTENSION,,,ONTOLOGY_GAP,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1508,Dual Press Pectoral / Hombros MO 2.0 | Obelix®,true,SELECTORIZED_MACHINE,NEEDS_REVIEW,NEEDS_REVIEW,false,CHEST_PRESS|SHOULDER_PRESS,,,,,QUALITY_REVIEW,INSUFFICIENT_EVIDENCE,Evidence remains unresolved under precision-first policy; no weak assignment was forced.
1509,Air Rower 2.0 Smart Connect | XEBEX,true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1511,Elevación de Talones Sentado MO 2.0 | Obelix®,true,PLATE_LOADED_MACHINE,ONTOLOGY_GAP,SEMANTIC_COMPLETE,true,,CALF_RAISE,CALF_RAISE,,,ONTOLOGY_GAP,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1512,Squat Rack MO 2.0 | Obelix®,true,RACK_CAGE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,BARBELL_SUPPORT,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1516,Polea Cruzada MO 2.0 | Obelix®,true,CABLE_MACHINE,DATA_GAP,DATA_GAP,false,,,,CABLE_RESISTANCE,,DATA_GAP,INSUFFICIENT_EVIDENCE,Evidence remains unresolved under precision-first policy; no weak assignment was forced.
1517,Polea Cruzada Corta MO 2.0 | Obelix®,true,CABLE_MACHINE,DATA_GAP,DATA_GAP,false,,,,CABLE_RESISTANCE,,DATA_GAP,INSUFFICIENT_EVIDENCE,Evidence remains unresolved under precision-first policy; no weak assignment was forced.
1535,Atril de Sentadillas Delta | HWM®,true,RACK_CAGE,ONTOLOGY_GAP,SEMANTIC_COMPLETE,true,,BARBELL_SUPPORT,,BARBELL_SUPPORT,,ONTOLOGY_GAP,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1536,Squat Rack Delta | HWM®,true,RACK_CAGE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,BARBELL_SUPPORT,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1537,Half Rack Delta | HWM®,true,RACK_CAGE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,PULL_UP,,PULL_UP,BARBELL_SUPPORT,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1538,Power Rack Delta | HWM®,true,RACK_CAGE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,PULL_UP,,PULL_UP,BARBELL_SUPPORT,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1539,Atril de Sentadillas Alpha | HWM®,true,RACK_CAGE,ONTOLOGY_GAP,SEMANTIC_COMPLETE,true,,BARBELL_SUPPORT,,BARBELL_SUPPORT,,ONTOLOGY_GAP,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1540,Squat Rack Alpha | HWM®,true,RACK_CAGE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,BARBELL_SUPPORT,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1541,Half Rack Alpha | HWM®,true,RACK_CAGE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,PULL_UP,,PULL_UP,BARBELL_SUPPORT,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1543,Power Rack Alpha | HWM®,true,RACK_CAGE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,,DIP|PULL_UP,BARBELL_SUPPORT,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1544,Atril de Sentadillas Magnum | HWM®,true,RACK_CAGE,ONTOLOGY_GAP,SEMANTIC_COMPLETE,true,,BARBELL_SUPPORT,,BARBELL_SUPPORT,,ONTOLOGY_GAP,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1545,Squat Rack Magnum | HWM®,true,RACK_CAGE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,BARBELL_SUPPORT,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1546,Half Rack Magnum | HWM®,true,RACK_CAGE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,PULL_UP,,PULL_UP,BARBELL_SUPPORT,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1547,Power Rack Magnum | HWM®,true,RACK_CAGE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,PULL_UP,,PULL_UP,BARBELL_SUPPORT,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1551,Banco Multifunción Leg/Curl Extension ZR Series | PROmachine,true,BENCH,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,,LEG_CURL,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1578,Par Agarres OCR Pull Up Bars de Madera 60mm | Araknido,true,BODYWEIGHT_GYMNASTICS,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,PULL_UP,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1604,Powerlifting Combo Rack Heavy Duty | KONG,true,RACK_CAGE,AMBIGUOUS,AMBIGUOUS,false,,,,BARBELL_SUPPORT,,AMBIGUITY,UNMODELED,Evidence remains unresolved under precision-first policy; no weak assignment was forced.
1619,Pack Dúo Leg Curl/Extension MO 2.0 | Obelix,true,UNKNOWN,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,LEG_CURL|LEG_EXTENSION,,LEG_CURL|LEG_EXTENSION,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1620,Pack Dúo Abductor/Aductor MO 2.0 | Obelix,true,UNKNOWN,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,ABDUCTOR|ADDUCTOR,,ABDUCTOR|ADDUCTOR,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1621,Pack 4 Bicicletas de Spinning Training Lite Series | Obelix,true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1653,Hip Thrust de Pie MO 2.0 | Obelix®,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,HIP_THRUST,,HIP_THRUST,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1654,V-Squat Beast | Obelix,true,PLATE_LOADED_MACHINE,ONTOLOGY_GAP,SEMANTIC_COMPLETE,true,,HACK_SQUAT,HACK_SQUAT,,,ONTOLOGY_GAP,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1655,Prensa Pivote Beast | Obelix,true,PLATE_LOADED_MACHINE,ONTOLOGY_GAP,SEMANTIC_COMPLETE,true,,LEG_PRESS,LEG_PRESS,,,ONTOLOGY_GAP,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1656,Extensión de Cuádriceps Iso Lateral Beast | Obelix,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,LEG_EXTENSION,,LEG_EXTENSION,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1657,Curl Femoral Acostado Iso Lateral Beast | Obelix,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,LEG_CURL,,LEG_CURL,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1658,Prensa Inclinada 45° Lineal Beast | Obelix,true,PLATE_LOADED_MACHINE,ONTOLOGY_GAP,SEMANTIC_COMPLETE,true,,LEG_PRESS,LEG_PRESS,,,ONTOLOGY_GAP,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1660,Dual Prensa Hack Beast | Obelix,true,PLATE_LOADED_MACHINE,ONTOLOGY_GAP,SEMANTIC_COMPLETE,true,,HACK_SQUAT|LEG_PRESS,HACK_SQUAT|LEG_PRESS,,,ONTOLOGY_GAP,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1661,Prensa Hack 35º Lineal Beast | Obelix,true,PLATE_LOADED_MACHINE,ONTOLOGY_GAP,SEMANTIC_COMPLETE,true,,HACK_SQUAT,HACK_SQUAT,,,ONTOLOGY_GAP,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1662,Prensa Vertical 90º Beast | Obelix,true,PLATE_LOADED_MACHINE,ONTOLOGY_GAP,SEMANTIC_COMPLETE,true,,LEG_PRESS,LEG_PRESS,,,ONTOLOGY_GAP,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1663,Prensa Péndulo Beast | Obelix,true,PLATE_LOADED_MACHINE,ONTOLOGY_GAP,SEMANTIC_COMPLETE,true,,PENDULUM_SQUAT,PENDULUM_SQUAT,,,ONTOLOGY_GAP,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1664,Multi Fly de Pie MO 2.0 | Obelix®,true,SELECTORIZED_MACHINE,ONTOLOGY_GAP,SEMANTIC_COMPLETE,true,,PEC_DECK|REAR_DELT_FLY,PEC_DECK|REAR_DELT_FLY,CABLE_RESISTANCE,,ONTOLOGY_GAP,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1705,Barra Pull Up Para Puerta 2.0 | Forza,true,BODYWEIGHT_GYMNASTICS,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,PULL_UP,,PULL_UP,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1707,Squat Rack Ajustable Con Soporte De Fondos | Forza,true,RACK_CAGE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,,DIP,BARBELL_SUPPORT,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1708,Trotadora Home FZ100 Pro | Forza,true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1807,Par J-Cups Accesorio Delta | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1808,Landmine de Suelo Accesorio Delta | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1809,Landmine 1.0 Accesorio Delta | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1810,Barra Pull Up Multigrip Accesorio Delta | HWM®,true,BODYWEIGHT_GYMNASTICS,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,PULL_UP,,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1811,Polea Crossover Accesorio Delta | HWM®,true,CABLE_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,CABLE_RESISTANCE|MULTI_DIRECTIONAL_RESISTANCE,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1813,Polea Alta/Remo Accesorio Delta | HWM®,true,CABLE_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,CABLE_RESISTANCE,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1814,Soporte de Barra x1 Accesorio Delta | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1815,Soporte de Barra x2 Accesorio Delta | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1816,Par de Soportes Para Discos Olímpicos Accesorio Delta | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1817,Soporte Para Fondos Accesorio Delta | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,BODYWEIGHT_SUPPORT,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1832,Preacher Pad Biceps Curl | Rising,true,UNKNOWN,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,BICEPS_CURL,,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1856,Rack Multifuncional Pull Up / Dip Bar | Rising,true,BODYWEIGHT_GYMNASTICS,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,,DIP|PULL_UP,BARBELL_SUPPORT|BODYWEIGHT_SUPPORT,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1858,Barra Pull Up de Muro | Rising,true,BODYWEIGHT_GYMNASTICS,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,,PULL_UP,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1862,Jaula Smith Machine ZR Series | PROmachine,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,PULL_UP,,PULL_UP,GUIDED_BARBELL_SUPPORT,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1880,Dual Bíceps/Tríceps ZR Series | PROmachine,true,PLATE_LOADED_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,BICEPS_CURL|TRICEPS_EXTENSION,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1881,Escalera Home Led S1 Series | Obelix®,true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1884,Squat Machine ZR Series | PROmachine,true,PLATE_LOADED_MACHINE,ONTOLOGY_GAP,SEMANTIC_COMPLETE,true,,HACK_SQUAT,HACK_SQUAT,,,ONTOLOGY_GAP,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1885,Remo Sentado ISO ZR Series | PROmachine,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,ROW,,ROW,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1886,T-Bar Row ZR Series | PROmachine,true,PLATE_LOADED_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,ROW,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1887,Polea Alta/Remo ZR Series | PROmachine,true,CABLE_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,,LAT_PULLDOWN|ROW,CABLE_RESISTANCE,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1918,Trotadora Comercial S1Pro Series TFT Touch | Obelix®,true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1921,Dual Crossover MO 2.0 | Obelix®,true,CABLE_MACHINE,ONTOLOGY_GAP,SEMANTIC_COMPLETE,true,,CABLE_RESISTANCE|MULTI_DIRECTIONAL_RESISTANCE,,CABLE_RESISTANCE|MULTI_DIRECTIONAL_RESISTANCE,,ONTOLOGY_GAP,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1922,Multipower MO 2.0 | Obelix®,true,PLATE_LOADED_MACHINE,ONTOLOGY_GAP,SEMANTIC_COMPLETE,true,,GUIDED_BARBELL_SUPPORT,,CABLE_RESISTANCE|GUIDED_BARBELL_SUPPORT,,ONTOLOGY_GAP,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
