productId,name,active,productFamily,baselineResolutionState,resolutionState,resolved,baselineCandidateCapabilities,v21ExerciseCapabilities,v21TrainingFunctions,v21ReviewCandidates,gapType,exactBlocker,requiredFutureEvidenceOrAction,reason
1352,Agarre Amplio Landmine | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1353,Agarre T-Bar Landmine | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1354,Deadlift Jack Bar | HWM®,true,UNKNOWN,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1386,Par Agarres OCR Pull Up Balls de Madera 90mm | Araknido,true,BODYWEIGHT_GYMNASTICS,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,PULL_UP,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1427,Polea de Muro 1.0 ZR Series | PROmachine,true,CABLE_MACHINE,DATA_GAP,SEMANTIC_COMPLETE,true,,,CABLE_RESISTANCE,,DATA_GAP,The prior audit did not distinguish a wall-mounted single cable station from a multifunction/crossover station.,None unless a separate explicit module is added to Product Truth.,The trusted Product Truth establishes one wall cable station and no explicit crossover geometry or exercise module. CABLE_RESISTANCE exhausts current V2 semantics.
1449,Banco Multifuncional + Bandas de Resistencia | Forza,true,BENCH,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,LEG_CURL,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1450,Máquina Home Gym PRO FZ402B 68kg | Forza,true,CABLE_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,,CABLE_RESISTANCE,,ONTOLOGY_GAP,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1451,Máquina Home Gym ULTRA FZ410 68kg | Forza,true,CABLE_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,,CABLE_RESISTANCE,,ONTOLOGY_GAP,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1452,Par Mini Barras Paralelas de Madera 7cm | Araknido,true,BODYWEIGHT_GYMNASTICS,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,DIP|PULL_UP,BODYWEIGHT_SUPPORT,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1453,Par Barras Paralelas de Madera Standard 10cm | Araknido,true,BODYWEIGHT_GYMNASTICS,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,DIP|PULL_UP,BODYWEIGHT_SUPPORT,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1454,Par Barras Paralelas de Madera High 17cm | Araknido,true,BODYWEIGHT_GYMNASTICS,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,DIP|PULL_UP,BODYWEIGHT_SUPPORT,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1455,Wall Crossover Black ZR Series | PROmachine,true,CABLE_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,,CABLE_RESISTANCE|MULTI_DIRECTIONAL_RESISTANCE,,ONTOLOGY_GAP,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1486,Bicicleta de Spinning 850S | VORTEC,true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1487,Bicicleta de Spinning 812NX | VORTEC,true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1500,Press de Hombro MO 2.0 Obelix®,true,SELECTORIZED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,SHOULDER_PRESS,SHOULDER_PRESS,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1501,Dual Dominada / Fondo Asistida MO 2.0 Obelix®,true,SELECTORIZED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,PULL_UP,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1502,Curl Femoral Sentado MO 2.0 Obelix®,true,SELECTORIZED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,LEG_CURL,LEG_CURL,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1503,Remo Bajo MO 2.0 | Obelix®,true,SELECTORIZED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,ROW,ROW,CABLE_RESISTANCE,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1504,Dual Cuádriceps / Femoral Sentado MO 2.0 | Obelix®,true,SELECTORIZED_MACHINE,NEEDS_REVIEW,SEMANTIC_COMPLETE,true,LEG_CURL|LEG_EXTENSION,LEG_CURL|LEG_EXTENSION,,,QUALITY_REVIEW,The dual seated quadriceps/femoral modules were retained as review candidates instead of direct capabilities.,None for current V2 semantics.,The canonical product name explicitly identifies both seated leg-extension and leg-curl modules; V2.1 emits each independently.
1505,Dual Abductor / Aductor MO 2.0 | Obelix®,true,SELECTORIZED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,ABDUCTOR|ADDUCTOR,ABDUCTOR|ADDUCTOR,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1506,Dual Polea Alta / Remo Bajo MO 2.0 | Obelix®,true,CABLE_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,LAT_PULLDOWN|ROW,LAT_PULLDOWN|ROW,CABLE_RESISTANCE,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1507,Dual Bíceps / Tríceps MO 2.0 | Obelix®,true,SELECTORIZED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,BICEPS_CURL|TRICEPS_EXTENSION,,,ONTOLOGY_GAP,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1508,Dual Press Pectoral / Hombros MO 2.0 | Obelix®,true,SELECTORIZED_MACHINE,NEEDS_REVIEW,SEMANTIC_COMPLETE,true,CHEST_PRESS|SHOULDER_PRESS,CHEST_PRESS|SHOULDER_PRESS,,,QUALITY_REVIEW,The named pectoral and shoulder press modules were retained as review candidates.,None for current V2 semantics.,The canonical product name explicitly identifies pectoral and shoulder press modules; generic press names remain excluded.
1509,Air Rower 2.0 Smart Connect | XEBEX,true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1511,Elevación de Talones Sentado MO 2.0 | Obelix®,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,CALF_RAISE,,,ONTOLOGY_GAP,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1512,Squat Rack MO 2.0 | Obelix®,true,RACK_CAGE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,BARBELL_SUPPORT,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1516,Polea Cruzada MO 2.0 | Obelix®,true,CABLE_MACHINE,DATA_GAP,SEMANTIC_COMPLETE,true,,,CABLE_RESISTANCE|MULTI_DIRECTIONAL_RESISTANCE,,DATA_GAP,The input exposed cable resistance but did not encode the crossover geometry of the named station.,None for current V2 semantics.,Polea Cruzada is the canonical crossover geometry and is corroborated by the trusted cable-machine category.
1517,Polea Cruzada Corta MO 2.0 | Obelix®,true,CABLE_MACHINE,DATA_GAP,SEMANTIC_COMPLETE,true,,,CABLE_RESISTANCE|MULTI_DIRECTIONAL_RESISTANCE,,DATA_GAP,The input exposed cable resistance but did not encode the crossover geometry of the named station.,None for current V2 semantics.,Polea Cruzada is the canonical crossover geometry and is corroborated by the trusted cable-machine category.
1535,Atril de Sentadillas Delta | HWM®,true,RACK_CAGE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,,BARBELL_SUPPORT,,ONTOLOGY_GAP,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1536,Squat Rack Delta | HWM®,true,RACK_CAGE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,BARBELL_SUPPORT,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1537,Half Rack Delta | HWM®,true,RACK_CAGE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,PULL_UP,PULL_UP,BARBELL_SUPPORT,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1538,Power Rack Delta | HWM®,true,RACK_CAGE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,PULL_UP,PULL_UP,BARBELL_SUPPORT,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1539,Atril de Sentadillas Alpha | HWM®,true,RACK_CAGE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,,BARBELL_SUPPORT,,ONTOLOGY_GAP,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1540,Squat Rack Alpha | HWM®,true,RACK_CAGE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,BARBELL_SUPPORT,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1541,Half Rack Alpha | HWM®,true,RACK_CAGE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,PULL_UP,PULL_UP,BARBELL_SUPPORT,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1543,Power Rack Alpha | HWM®,true,RACK_CAGE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,DIP|PULL_UP,BARBELL_SUPPORT,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1544,Atril de Sentadillas Magnum | HWM®,true,RACK_CAGE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,,BARBELL_SUPPORT,,ONTOLOGY_GAP,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1545,Squat Rack Magnum | HWM®,true,RACK_CAGE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,BARBELL_SUPPORT,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1546,Half Rack Magnum | HWM®,true,RACK_CAGE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,PULL_UP,PULL_UP,BARBELL_SUPPORT,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1547,Power Rack Magnum | HWM®,true,RACK_CAGE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,PULL_UP,PULL_UP,BARBELL_SUPPORT,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1551,Banco Multifunción Leg/Curl Extension ZR Series | PROmachine,true,BENCH,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,LEG_CURL,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1578,Par Agarres OCR Pull Up Bars de Madera 60mm | Araknido,true,BODYWEIGHT_GYMNASTICS,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,PULL_UP,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1604,Powerlifting Combo Rack Heavy Duty | KONG,true,RACK_CAGE,AMBIGUOUS,SEMANTIC_COMPLETE,true,,,BARBELL_SUPPORT,,AMBIGUITY,The prior state treated the explicit combo-rack support product as unresolved because powerlifting terminology was not allowed to infer exercises.,None unless explicit pull-up/dip or another supported module is added.,"BARBELL_SUPPORT is explicit and exhaustive for current V2 Product Truth. Powerlifting does not infer SQUAT, BENCH_PRESS or DEADLIFT."
1619,Pack Dúo Leg Curl/Extension MO 2.0 | Obelix,true,UNKNOWN,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,LEG_CURL|LEG_EXTENSION,LEG_CURL|LEG_EXTENSION,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1620,Pack Dúo Abductor/Aductor MO 2.0 | Obelix,true,UNKNOWN,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,ABDUCTOR|ADDUCTOR,ABDUCTOR|ADDUCTOR,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1621,Pack 4 Bicicletas de Spinning Training Lite Series | Obelix,true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1653,Hip Thrust de Pie MO 2.0 | Obelix®,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,HIP_THRUST,HIP_THRUST,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1654,V-Squat Beast | Obelix,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,HACK_SQUAT,,,ONTOLOGY_GAP,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1655,Prensa Pivote Beast | Obelix,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,LEG_PRESS,,,ONTOLOGY_GAP,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1656,Extensión de Cuádriceps Iso Lateral Beast | Obelix,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,LEG_EXTENSION,LEG_EXTENSION,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1657,Curl Femoral Acostado Iso Lateral Beast | Obelix,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,LEG_CURL,LEG_CURL,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1658,Prensa Inclinada 45° Lineal Beast | Obelix,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,LEG_PRESS,,,ONTOLOGY_GAP,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1660,Dual Prensa Hack Beast | Obelix,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,HACK_SQUAT|LEG_PRESS,,,ONTOLOGY_GAP,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1661,Prensa Hack 35º Lineal Beast | Obelix,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,HACK_SQUAT,,,ONTOLOGY_GAP,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1662,Prensa Vertical 90º Beast | Obelix,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,LEG_PRESS,,,ONTOLOGY_GAP,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1663,Prensa Péndulo Beast | Obelix,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,PENDULUM_SQUAT,,,ONTOLOGY_GAP,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1664,Multi Fly de Pie MO 2.0 | Obelix®,true,SELECTORIZED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,PEC_DECK|REAR_DELT_FLY,CABLE_RESISTANCE,,ONTOLOGY_GAP,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1705,Barra Pull Up Para Puerta 2.0 | Forza,true,BODYWEIGHT_GYMNASTICS,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,PULL_UP,PULL_UP,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1707,Squat Rack Ajustable Con Soporte De Fondos | Forza,true,RACK_CAGE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,DIP,BARBELL_SUPPORT,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1708,Trotadora Home FZ100 Pro | Forza,true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1807,Par J-Cups Accesorio Delta | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1808,Landmine de Suelo Accesorio Delta | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1809,Landmine 1.0 Accesorio Delta | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1810,Barra Pull Up Multigrip Accesorio Delta | HWM®,true,BODYWEIGHT_GYMNASTICS,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,PULL_UP,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1811,Polea Crossover Accesorio Delta | HWM®,true,CABLE_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,CABLE_RESISTANCE|MULTI_DIRECTIONAL_RESISTANCE,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1813,Polea Alta/Remo Accesorio Delta | HWM®,true,CABLE_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,CABLE_RESISTANCE,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1814,Soporte de Barra x1 Accesorio Delta | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1815,Soporte de Barra x2 Accesorio Delta | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1816,Par de Soportes Para Discos Olímpicos Accesorio Delta | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1817,Soporte Para Fondos Accesorio Delta | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,BODYWEIGHT_SUPPORT,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1832,Preacher Pad Biceps Curl | Rising,true,UNKNOWN,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,BICEPS_CURL,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1856,Rack Multifuncional Pull Up / Dip Bar | Rising,true,BODYWEIGHT_GYMNASTICS,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,DIP|PULL_UP,BARBELL_SUPPORT|BODYWEIGHT_SUPPORT,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1858,Barra Pull Up de Muro | Rising,true,BODYWEIGHT_GYMNASTICS,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,PULL_UP,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1862,Jaula Smith Machine ZR Series | PROmachine,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,PULL_UP,PULL_UP,GUIDED_BARBELL_SUPPORT,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1880,Dual Bíceps/Tríceps ZR Series | PROmachine,true,PLATE_LOADED_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,BICEPS_CURL|TRICEPS_EXTENSION,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1881,Escalera Home Led S1 Series | Obelix®,true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1884,Squat Machine ZR Series | PROmachine,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,HACK_SQUAT,,,ONTOLOGY_GAP,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1885,Remo Sentado ISO ZR Series | PROmachine,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,ROW,ROW,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1886,T-Bar Row ZR Series | PROmachine,true,PLATE_LOADED_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,ROW,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1887,Polea Alta/Remo ZR Series | PROmachine,true,CABLE_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,LAT_PULLDOWN|ROW,CABLE_RESISTANCE,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1918,Trotadora Comercial S1Pro Series TFT Touch | Obelix®,true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1921,Dual Crossover MO 2.0 | Obelix®,true,CABLE_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,,CABLE_RESISTANCE|MULTI_DIRECTIONAL_RESISTANCE,,ONTOLOGY_GAP,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1922,Multipower MO 2.0 | Obelix®,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,,CABLE_RESISTANCE|GUIDED_BARBELL_SUPPORT,,ONTOLOGY_GAP,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1945,Pack Delta Basics | HWM®,true,UNKNOWN,AMBIGUOUS,AMBIGUOUS,false,,,,,AMBIGUITY,The pack exposes component labels but no governed component product IDs or configuration relationship.,Add trusted component membership/SKU relationships and a governed bundle projection policy.,A package-level union cannot be defended from generic component labels; projecting support or exercise semantics would risk arbitrary inheritance.
1946,Pack Delta Pro | HWM®,true,UNKNOWN,AMBIGUOUS,AMBIGUOUS,false,,,,,AMBIGUITY,The pack exposes component labels but no governed component product IDs or configuration relationship.,Add trusted component membership/SKU relationships and a governed bundle projection policy.,A package-level union cannot be defended from generic component labels; the apparent pulley/row component cannot be safely projected.
1947,Pack Alpha Essentials | HWM®,true,UNKNOWN,AMBIGUOUS,AMBIGUOUS,false,,,,,AMBIGUITY,The pack exposes component labels but no governed component product IDs or configuration relationship.,Add trusted component membership/SKU relationships and a governed bundle projection policy.,"The package name cannot inherit a squat or exercise capability, and generic rack text is insufficient for a governed component projection."
1948,Pack Alpha Premium | HWM®,true,UNKNOWN,AMBIGUOUS,AMBIGUOUS,false,,,,,AMBIGUITY,The pack exposes component labels but no governed component product IDs or configuration relationship.,Add trusted component membership/SKU relationships and a governed bundle projection policy.,"The package name cannot inherit a squat or exercise capability, and generic rack text is insufficient for a governed component projection."
1995,Almohadilla Búlgara Accesorio Alpha | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1996,Asiento Polea Accesorio Alpha | HWM®,true,CABLE_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,CABLE_RESISTANCE,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1997,Par J-Cups Accesorio Alpha | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
1998,Landmine 360º Accesorio Alpha | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
